0,871206460000000, 1
0,871469960000000, 0
0,871753020000000, 1
0,871985750000000, 0
0,873294360000000, 1
0,873541860000000, 0
0,873809530000000, 1
0,874057530000000, 0
0,875363180000000, 1
0,875613830000000, 0
0,875873010000000, 1
0,876129510000000, 0
0,877430000000000, 1
0,877684660000000, 0
0,877943870000000, 1
0,878203720000000, 0
0,879492060000000, 1
0,879759060000000, 0
0,880009160000000, 1
0,880273390000000, 0
0,881559920000000, 1
0,881823420000000, 0
0,882078830000000, 1
0,882338100000000, 0
0,883634400000000, 1
0,883894860000000, 0
0,884151960000000, 1
0,884407920000000, 0
0,885698490000000, 1
0,885958840000000, 0
0,886217940000000, 1
0,886471670000000, 0
0,887763850000000, 1
0,888031120000000, 0
0,888281420000000, 1
0,888546340000000, 0
0,889833870000000, 1
0,890097330000000, 0
0,890352200000000, 1
0,890611970000000, 0
0,891909160000000, 1
0,892168620000000, 0
0,892424990000000, 1
0,892680060000000, 0
0,893971980000000, 1
0,894231980000000, 0
0,894491770000000, 1
0,894751580000000, 0
0,896044070000000, 1
0,896300340000000, 0
0,896560100000000, 1
0,896823900000000, 0
