Time[s], Channel 1
0.000000000000000, 0
0.564960890000000, 1
0.565227270000000, 0
0.565508340000000, 1
0.565741450000000, 0
0.567049210000000, 1
0.567296140000000, 0
0.567563430000000, 1
0.567812740000000, 0
0.569117690000000, 1
0.569367150000000, 0
0.569634940000000, 1
0.569890020000000, 0
0.571181590000000, 1
0.571444820000000, 0
0.571698730000000, 1
0.571954570000000, 0
0.573247800000000, 1
0.573507570000000, 0
0.573766980000000, 1
0.574030360000000, 0
0.575323200000000, 1
0.575576010000000, 0
0.575840490000000, 1
0.576095880000000, 0
0.577393060000000, 1
0.577647020000000, 0
0.577903200000000, 1
0.578163430000000, 0
0.579459460000000, 1
0.579720270000000, 0
0.579969720000000, 1
0.580233410000000, 0
0.581522170000000, 1
0.581782590000000, 0
0.582038930000000, 1
0.582305080000000, 0
0.583592380000000, 1
0.583848190000000, 0
0.584107940000000, 1
0.584371860000000, 0
0.585661240000000, 1
0.585920240000000, 0
0.586176310000000, 1
0.586432650000000, 0
0.587724720000000, 1
0.587985100000000, 0
0.588244400000000, 1
0.588504010000000, 0
0.589796200000000, 1
0.590051160000000, 0
0.590310030000000, 1
0.590574140000000, 0
0.591860520000000, 1
0.592118440000000, 0
0.592374080000000, 1
0.592641700000000, 0
0.604173740000000, 1
0.604436810000000, 0
0.607039150000000, 1
0.607283880000000, 0
0.608581380000000, 1
0.608836950000000, 0
0.609104900000000, 1
0.609355670000000, 0
0.610652430000000, 1
0.610912580000000, 0
0.611169260000000, 1
0.611425450000000, 0
0.611684020000000, 1
0.611948020000000, 0
0.613236200000000, 1
0.613495620000000, 0
0.613751920000000, 1
0.614008300000000, 0
0.615299300000000, 1
0.615558950000000, 0
0.615818510000000, 1
0.616081590000000, 0
0.617372850000000, 1
0.617631770000000, 0
0.617883490000000, 1
0.618148990000000, 0
0.619436560000000, 1
0.619700170000000, 0
0.619955810000000, 1
0.620214700000000, 0
0.621500500000000, 1
0.621760730000000, 0
0.623052380000000, 1
0.623319140000000, 0
0.623570320000000, 1
0.623836440000000, 0
0.625126160000000, 1
0.625385970000000, 0
0.625645340000000, 1
0.625901680000000, 0
0.626157210000000, 1
0.626417090000000, 0
0.627712550000000, 1
0.627970660000000, 0
0.629256620000000, 1
0.629525540000000, 0
0.629783600000000, 1
0.630040910000000, 0
0.631332020000000, 1
0.631587780000000, 0
0.631843310000000, 1
0.632104270000000, 0
0.633390230000000, 1
0.633661380000000, 0
0.633912360000000, 1
0.634169250000000, 0
0.635465470000000, 1
0.635724160000000, 0
0.635982730000000, 1
0.636238610000000, 0
0.637528870000000, 1
0.637793260000000, 0
0.638051130000000, 1
0.638314890000000, 0
0.638569340000000, 1
0.638825490000000, 0
0.640116490000000, 1
0.640373910000000, 0
0.641670750000000, 1
0.641930170000000, 0
0.642186930000000, 1
0.642443470000000, 0
0.642701760000000, 1
0.642960570000000, 0
0.644252750000000, 1
0.644518670000000, 0
0.644764580000000, 1
0.645026740000000, 0
0.646323380000000, 1
0.646577540000000, 0
0.646843830000000, 1
0.647100790000000, 0
0.648385320000000, 1
0.648646170000000, 0
0.649935850000000, 1
0.650202050000000, 0
0.650457800000000, 1
0.650714260000000, 0
0.652004910000000, 1
0.652265790000000, 0
0.652524320000000, 1
0.652788970000000, 0
0.653045570000000, 1
0.653297490000000, 0
0.654594910000000, 1
0.654853680000000, 0
0.655109780000000, 1
0.655365890000000, 0
0.656658310000000, 1
0.656922080000000, 0
0.657178180000000, 1
0.657433720000000, 0
0.658726640000000, 1
0.658989520000000, 0
0.659238500000000, 1
0.659502350000000, 0
0.660791230000000, 1
0.661052260000000, 0
0.661310560000000, 1
0.661570210000000, 0
0.662861820000000, 1
0.663118240000000, 0
0.664408510000000, 1
0.664668660000000, 0
0.664928220000000, 1
0.665194070000000, 0
0.666480020000000, 1
0.666736370000000, 0
0.666996930000000, 1
0.667261620000000, 0
0.667516490000000, 1
0.667772610000000, 0
0.669063330000000, 1
0.669320250000000, 0
0.669586160000000, 1
0.669843580000000, 0
0.671128500000000, 1
0.671388120000000, 0
0.671647720000000, 1
0.671907290000000, 0
0.673198980000000, 1
0.673455360000000, 0
0.683705670000000, 1
0.683965860000000, 0
0.686565050000000, 1
0.686816620000000, 0
0.688113270000000, 1
0.688371960000000, 0
0.688632220000000, 1
0.688891600000000, 0
0.690172560000000, 1
0.690439790000000, 0
0.690695160000000, 1
0.690951890000000, 0
0.691209140000000, 1
0.691466020000000, 0
0.692767100000000, 1
0.693021130000000, 0
0.693276850000000, 1
0.693536890000000, 0
0.694835460000000, 1
0.695085500000000, 0
0.695344480000000, 1
0.695608060000000, 0
0.696905510000000, 1
0.697151670000000, 0
0.697418380000000, 1
0.697674420000000, 0
0.698962650000000, 1
0.699226840000000, 0
0.699484400000000, 1
0.699747240000000, 0
0.701035740000000, 1
0.701295540000000, 0
0.702588190000000, 1
0.702850380000000, 0
0.703104950000000, 1
0.703361060000000, 0
0.704649290000000, 1
0.704913280000000, 0
0.705168580000000, 1
0.705429380000000, 0
0.705692180000000, 1
0.705947140000000, 0
0.707236020000000, 1
0.707496210000000, 0
0.708787890000000, 1
0.709052550000000, 0
0.709307650000000, 1
0.709564840000000, 0
0.710854370000000, 1
0.711115560000000, 0
0.711374240000000, 1
0.711630390000000, 0
0.712919580000000, 1
0.713185460000000, 0
0.713437990000000, 1
0.713702180000000, 0
0.714991210000000, 1
0.715251290000000, 0
0.715510430000000, 1
0.715766390000000, 0
0.717058310000000, 1
0.717324650000000, 0
0.717582100000000, 1
0.717834020000000, 0
0.718099010000000, 1
0.718354970000000, 0
0.719645350000000, 1
0.719902840000000, 0
0.721191220000000, 1
0.721461410000000, 0
0.721719980000000, 1
0.721976050000000, 0
0.722232380000000, 1
0.722488810000000, 0
0.723786570000000, 1
0.724041490000000, 0
0.724299860000000, 1
0.724563090000000, 0
0.725849620000000, 1
0.726106820000000, 0
0.726362190000000, 1
0.726629610000000, 0
0.727923490000000, 1
0.728183520000000, 0
0.729467250000000, 1
0.729727670000000, 0
0.729991430000000, 1
0.730247040000000, 0
0.731534730000000, 1
0.731802150000000, 0
0.732057400000000, 1
0.732317090000000, 0
0.732568310000000, 1
0.732833430000000, 0
0.734120300000000, 1
0.734384260000000, 0
0.734639790000000, 1
0.734899520000000, 0
0.736195130000000, 1
0.736454820000000, 0
0.736712070000000, 1
0.736967610000000, 0
0.738259140000000, 1
0.738521870000000, 0
0.738781090000000, 1
0.739034700000000, 0
0.740332320000000, 1
0.740584700000000, 0
0.740842260000000, 1
0.741106910000000, 0
0.742395600000000, 1
0.742658940000000, 0
0.743947820000000, 1
0.744205130000000, 0
0.744462460000000, 1
0.744730000000000, 0
0.746018420000000, 1
0.746274650000000, 0
0.746530670000000, 1
0.746791980000000, 0
0.747055310000000, 1
0.747311000000000, 0
0.748600960000000, 1
0.748859760000000, 0
0.749115560000000, 1
0.749382590000000, 0
0.750667430000000, 1
0.750928590000000, 0
0.751187260000000, 1
0.751446690000000, 0
0.752741950000000, 1
0.753000060000000, 0
0.763245800000000, 1
0.763506100000000, 0
0.766105210000000, 1
0.766356400000000, 0
0.767653400000000, 1
0.767912930000000, 0
0.768167460000000, 1
0.768423260000000, 0
0.769716180000000, 1
0.769976990000000, 0
0.770236400000000, 1
0.770495970000000, 0
0.770749340000000, 1
0.771013150000000, 0
0.772302110000000, 1
0.772558870000000, 0
0.772825740000000, 1
0.773082510000000, 0
0.774371550000000, 1
0.774636310000000, 0
0.774882030000000, 1
0.775144140000000, 0
0.776441520000000, 1
0.776701020000000, 0
0.776957580000000, 1
0.777213930000000, 0
0.778507230000000, 1
0.778767270000000, 0
0.779027060000000, 1
0.779287290000000, 0
0.780573710000000, 1
0.780839980000000, 0
0.782123860000000, 1
0.782384550000000, 0
0.782643960000000, 1
0.782903570000000, 0
0.784196640000000, 1
0.784451750000000, 0
0.784710630000000, 1
0.784965280000000, 0
0.785229380000000, 1
0.785484690000000, 0
0.786781600000000, 1
0.787036290000000, 0
0.788325600000000, 1
